Season,Week,Tm_name,Date,Win,OT,Home,Opp_Name,Tm_Pts,Opp_Pts,Spread,Total,Actual_Total,Div_Game
2019,3,BUF,22-Sep,1,0,1,CIN,21,17,-5.5,43.5,38,0
2019,4,BUF,29-Sep,0,0,1,NWE,10,16,7,41.5,26,1
2019,5,BUF,6-Oct,1,0,0,OTI,14,7,3.5,39.5,21,0
2019,7,BUF,20-Oct,1,0,1,MIA,31,21,-17,42.5,52,1
2019,8,BUF,27-Oct,0,0,1,PHI,13,31,-1,39.5,44,0
2019,9,BUF,3-Nov,1,0,1,WAS,24,9,-10.5,37,33,0
2019,10,BUF,10-Nov,0,0,0,CLE,16,19,3,42,35,0
2019,11,BUF,17-Nov,1,0,0,MIA,37,20,-7,41.5,57,2
2019,12,BUF,24-Nov,1,0,1,DEN,20,3,-3.5,37,23,0
2019,13,BUF,28-Nov,1,0,0,DAL,26,15,6.5,46.5,41,0
2019,14,BUF,8-Dec,0,0,1,RAV,17,24,6.5,44,41,0
2019,15,BUF,15-Dec,1,0,0,PIT,17,10,1,37,27,0
2019,16,BUF,21-Dec,0,0,0,NWE,17,24,7,38.5,41,2
2019,17,BUF,29-Dec,0,0,1,NYJ,6,13,1.5,37,19,2
2019,1,CAR,8-Sep,0,0,1,RAM,27,30,1.5,49.5,57,0
2019,2,CAR,12-Sep,0,0,1,TAM,14,20,-6.5,48,34,1
2019,3,CAR,22-Sep,1,0,0,CRD,38,20,2.5,46,58,0
2019,4,CAR,29-Sep,1,0,0,HTX,16,10,5.5,47.5,26,0
2019,5,CAR,6-Oct,1,0,1,JAX,34,27,-3,41,61,0
2019,6,CAR,13-Oct,1,0,0,TAM,37,26,-2,48.5,63,2
2019,8,CAR,27-Oct,0,0,0,SFO,13,51,4.5,41,64,0
2019,9,CAR,3-Nov,1,0,1,OTI,30,20,-3.5,43,50,0
2019,10,CAR,10-Nov,0,0,0,GNB,16,24,5,49,40,0
2019,11,CAR,17-Nov,0,0,1,ATL,3,29,-3.5,49,32,1
2019,12,CAR,24-Nov,0,0,0,NOR,31,34,10,46,65,1
2019,13,CAR,1-Dec,0,0,1,WAS,21,29,-10.5,38.5,50,0
2019,14,CAR,8-Dec,0,0,0,ATL,20,40,3.5,48,60,2
2019,15,CAR,15-Dec,0,0,1,SEA,24,30,6,48.5,54,0
2019,16,CAR,22-Dec,0,0,0,CLT,6,38,7.5,46,44,0
2019,17,CAR,29-Dec,0,0,1,NOR,10,42,13.5,45,52,2
2019,1,CHI,5-Sep,0,0,1,GNB,3,10,-3.5,47,13,1
2019,2,CHI,15-Sep,1,0,0,DEN,16,14,-3,41,30,0
2019,3,CHI,23-Sep,1,0,0,WAS,31,15,-5,41,46,0
2019,4,CHI,29-Sep,1,0,1,MIN,16,6,1,38,22,1
2019,5,CHI,6-Oct,0,0,0,RAI,21,24,-6.5,39.5,45,0
2019,7,CHI,20-Oct,0,0,1,NOR,25,36,-4,37,61,0
2019,8,CHI,27-Oct,0,0,1,SDG,16,17,-3.5,41,33,0
2019,9,CHI,3-Nov,0,0,0,PHI,14,22,5,41,36,0
2019,10,CHI,10-Nov,1,0,1,DET,20,13,-6,38,33,1
2019,11,CHI,17-Nov,0,0,0,RAM,7,17,5,40,24,0
2019,12,CHI,24-Nov,1,0,1,NYG,19,14,-6,41,33,0
2019,13,CHI,28-Nov,1,0,0,DET,24,20,-5.5,37.5,44,2
2019,14,CHI,5-Dec,1,0,1,DAL,31,24,3,43,55,0
2019,15,CHI,15-Dec,0,0,0,GNB,13,21,4,40,34,2
2019,16,CHI,22-Dec,0,0,1,KAN,3,26,6.5,45.5,29,0
2019,17,CHI,29-Dec,1,0,0,MIN,21,19,-5,36.5,40,2
2019,1,CIN,8-Sep,0,0,0,SEA,20,21,9.5,44,41,0
2019,2,CIN,15-Sep,0,0,1,SFO,17,41,-1,46,58,0
2019,3,CIN,22-Sep,0,0,0,BUF,17,21,5.5,43.5,38,0
2019,4,CIN,30-Sep,0,0,0,PIT,3,27,3.5,45.5,30,1
2019,5,CIN,6-Oct,0,0,1,CRD,23,26,-3,45,49,0
2019,6,CIN,13-Oct,0,0,0,RAV,17,23,10.5,47,40,1
2019,7,CIN,20-Oct,0,0,1,JAX,17,27,4,44.5,44,0
2019,8,CIN,27-Oct,0,0,0,RAM,10,24,12,48.5,34,0
2019,10,CIN,10-Nov,0,0,1,RAV,13,49,10.5,44,62,2
2019,11,CIN,17-Nov,0,0,0,RAI,10,17,13,48,27,0
2019,12,CIN,24-Nov,0,0,1,PIT,10,16,5.5,37.5,26,2
2019,13,CIN,1-Dec,1,0,1,NYJ,22,6,2.5,43,28,0
2019,14,CIN,8-Dec,0,0,0,CLE,19,27,6.5,43,46,1
2019,15,CIN,15-Dec,0,0,1,NWE,13,34,10.5,42,47,0
2019,16,CIN,22-Dec,0,1,0,MIA,35,38,-1.5,46,73,0
2019,17,CIN,29-Dec,1,0,1,CLE,33,23,2.5,44,56,2
2019,1,CLE,8-Sep,0,0,1,OTI,13,43,-5.5,44,56,0
2019,2,CLE,16-Sep,1,0,0,NYJ,23,3,-6.5,45.5,26,0
2019,3,CLE,22-Sep,0,0,1,RAM,13,20,4,48,33,0
2019,4,CLE,29-Sep,1,0,0,RAV,40,25,7.5,47,65,1
2019,5,CLE,7-Oct,0,0,0,SFO,3,31,5,47.5,34,0
2019,6,CLE,13-Oct,0,0,1,SEA,28,32,-1,45.5,60,0
2019,8,CLE,27-Oct,0,0,0,NWE,13,27,9.5,43,40,0
2019,9,CLE,3-Nov,0,0,0,DEN,19,24,-4,39,43,0
2019,10,CLE,10-Nov,1,0,1,BUF,19,16,-3,42,35,0
2019,11,CLE,14-Nov,1,0,1,PIT,21,7,-3,41.5,28,1
2019,12,CLE,24-Nov,1,0,1,MIA,41,24,-11,45.5,65,0
2019,13,CLE,1-Dec,0,0,0,PIT,13,20,-1,40,33,2
2019,14,CLE,8-Dec,1,0,1,CIN,27,19,-6.5,43,46,1
2019,15,CLE,15-Dec,0,0,0,CRD,24,38,-3,49,62,0
2019,16,CLE,22-Dec,0,0,1,RAV,15,31,9.5,48.5,46,2
2019,17,CLE,29-Dec,0,0,0,CIN,23,33,-2.5,44,56,2
2019,1,DAL,8-Sep,1,0,1,NYG,35,17,-7,44,52,1
2019,2,DAL,15-Sep,1,0,0,WAS,31,21,-6,46.5,52,1
2019,3,DAL,22-Sep,1,0,1,MIA,31,6,-22,46.5,37,0
2019,4,DAL,29-Sep,0,0,0,NOR,10,12,-2.5,47,22,0
2019,5,DAL,6-Oct,0,0,1,GNB,24,34,-3.5,46.5,58,0
2019,6,DAL,13-Oct,0,0,0,NYJ,22,24,-7,43.5,46,0
2019,7,DAL,20-Oct,1,0,1,PHI,37,10,-3,50,47,1
2019,9,DAL,4-Nov,1,0,0,NYG,37,18,-6.5,48.5,55,2
2019,10,DAL,10-Nov,0,0,1,MIN,24,28,-3.5,48.5,52,0
2019,11,DAL,17-Nov,1,0,0,DET,35,27,-7.5,46.5,62,0
2019,12,DAL,24-Nov,0,0,0,NWE,9,13,5.5,44,22,0
2019,13,DAL,28-Nov,0,0,1,BUF,15,26,-6.5,46.5,41,0
2019,14,DAL,5-Dec,0,0,0,CHI,24,31,-3,43,55,0
2019,15,DAL,15-Dec,1,0,1,RAM,44,21,1,48.5,65,0
2019,16,DAL,22-Dec,0,0,0,PHI,9,17,-2,47,26,2
2019,17,DAL,29-Dec,1,0,1,WAS,47,16,-12.5,47.5,63,2
2019,1,DEN,9-Sep,0,0,0,RAI,16,24,-3,42.5,40,1
2019,2,DEN,15-Sep,0,0,1,CHI,14,16,3,41,30,0
2019,3,DEN,22-Sep,0,0,0,GNB,16,27,7,42,43,0
2019,4,DEN,29-Sep,0,0,1,JAX,24,26,-2.5,37,50,0
2019,5,DEN,6-Oct,1,0,0,SDG,20,13,4,46,33,1
2019,6,DEN,13-Oct,1,0,1,OTI,16,0,-1,41,16,0
2019,7,DEN,17-Oct,0,0,1,KAN,6,30,3,49.5,36,1
2019,8,DEN,27-Oct,0,0,0,CLT,13,15,6,41,28,0
2019,9,DEN,3-Nov,1,0,1,CLE,24,19,4,39,43,0
2019,11,DEN,17-Nov,0,0,0,MIN,23,27,10,40.5,50,0
2019,12,DEN,24-Nov,0,0,0,BUF,3,20,3.5,37,23,0
2019,13,DEN,1-Dec,1,0,1,SDG,23,20,4.5,39,43,2
2019,14,DEN,8-Dec,1,0,0,HTX,38,24,8,42.5,62,0
2019,15,DEN,15-Dec,0,0,0,KAN,3,23,10,43,26,2
2019,16,DEN,22-Dec,1,0,1,DET,27,17,-9.5,40,44,0
2019,17,DEN,29-Dec,1,0,1,RAI,16,15,-5.5,41.5,31,2
2019,1,DET,8-Sep,0,1,0,CRD,27,27,-2.5,45.5,54,0
2019,2,DET,15-Sep,1,0,1,SDG,13,10,1,47,23,0
2019,3,DET,22-Sep,1,0,0,PHI,27,24,4,45,51,0
2019,4,DET,29-Sep,0,0,1,KAN,30,34,7.5,54.5,64,0
2019,6,DET,14-Oct,0,0,0,GNB,22,23,3.5,47,45,1
2019,7,DET,20-Oct,0,0,1,MIN,30,42,2.5,43.5,72,1
2019,8,DET,27-Oct,1,0,1,NYG,31,26,-6.5,49,57,0
2019,9,DET,3-Nov,0,0,0,RAI,24,31,2.5,51.5,55,0
2019,10,DET,10-Nov,0,0,0,CHI,13,20,6,38,33,1
2019,11,DET,17-Nov,0,0,1,DAL,27,35,7.5,46.5,62,0
2019,12,DET,24-Nov,0,0,0,WAS,16,19,-4,39,35,0
2019,13,DET,28-Nov,0,0,1,CHI,20,24,5.5,37.5,44,2
2019,14,DET,8-Dec,0,0,0,MIN,7,20,12,43.5,27,2
2019,15,DET,15-Dec,0,0,1,TAM,17,38,5.5,46,55,0
2019,16,DET,22-Dec,0,0,0,DEN,17,27,9.5,40,44,0
2019,17,DET,29-Dec,0,0,1,GNB,20,23,13.5,44,43,2
2019,1,GNB,5-Sep,1,0,0,CHI,10,3,3.5,47,13,1
2019,2,GNB,15-Sep,1,0,1,MIN,21,16,-3,43,37,1
2019,3,GNB,22-Sep,1,0,1,DEN,27,16,-7,42,43,0
2019,4,GNB,26-Sep,0,0,1,PHI,27,34,-3.5,46,61,0
2019,5,GNB,6-Oct,1,0,0,DAL,34,24,3.5,46.5,58,0
2019,6,GNB,14-Oct,1,0,1,DET,23,22,-3.5,47,45,1
2019,7,GNB,20-Oct,1,0,1,RAI,42,24,-5.5,48,66,0
2019,8,GNB,27-Oct,1,0,0,KAN,31,24,-5,48,55,0
2019,9,GNB,3-Nov,0,0,0,SDG,11,26,-4,50,37,0
2019,10,GNB,10-Nov,1,0,1,CAR,24,16,-5,49,40,0
2019,12,GNB,24-Nov,0,0,0,SFO,8,37,3,48,45,0
2019,13,GNB,1-Dec,1,0,0,NYG,31,13,-6.5,43.5,44,0
2019,14,GNB,8-Dec,1,0,1,WAS,20,15,-13,42.5,35,0
2019,15,GNB,15-Dec,1,0,1,CHI,21,13,-4,40,34,2
2019,16,GNB,23-Dec,1,0,0,MIN,23,10,4,47,33,2
2019,17,GNB,29-Dec,1,0,0,DET,23,20,-13.5,44,43,2
2019,1,HTX,9-Sep,0,0,0,NOR,28,30,6.5,52,58,0
2019,2,HTX,15-Sep,1,0,1,JAX,13,12,-7.5,43,25,1
2019,3,HTX,22-Sep,1,0,0,SDG,27,20,3,49,47,0
2019,4,HTX,29-Sep,0,0,1,CAR,10,16,-5.5,47.5,26,0
2019,5,HTX,6-Oct,1,0,1,ATL,53,32,-4,49,85,0
2019,6,HTX,13-Oct,1,0,0,KAN,31,24,3.5,54.5,55,0
2019,7,HTX,20-Oct,0,0,0,CLT,23,30,1.5,46.5,53,1
2019,8,HTX,27-Oct,1,0,1,RAI,27,24,-5,52,51,0
2019,9,HTX,3-Nov,1,0,0,JAX,26,3,1,46,29,2
2019,11,HTX,17-Nov,0,0,0,RAV,7,41,4,51,48,0
2019,12,HTX,21-Nov,1,0,1,CLT,20,17,-3.5,46,37,2
2019,13,HTX,1-Dec,1,0,1,NWE,28,22,3.5,47,50,0
2019,14,HTX,8-Dec,0,0,1,DEN,24,38,-8,42.5,62,0
2019,15,HTX,15-Dec,1,0,0,OTI,24,21,3,50,45,1
2019,16,HTX,21-Dec,1,0,0,TAM,23,20,-3,50,43,0
2019,17,HTX,29-Dec,0,0,1,OTI,14,35,10,43,49,2
2019,1,CLT,8-Sep,0,1,0,SDG,24,30,6,44.5,54,0
2019,2,CLT,15-Sep,1,0,0,OTI,19,17,3,43.5,36,1
2019,3,CLT,22-Sep,1,0,1,ATL,27,24,-1,48,51,0
2019,4,CLT,29-Sep,0,0,1,RAI,24,31,-5.5,46,55,0
2019,5,CLT,6-Oct,1,0,0,KAN,19,13,10.5,55.5,32,0
2019,7,CLT,20-Oct,1,0,1,HTX,30,23,-1.5,46.5,53,1
2019,8,CLT,27-Oct,1,0,1,DEN,15,13,-6,41,28,0
2019,9,CLT,3-Nov,0,0,0,PIT,24,26,1,39.5,50,0
2019,10,CLT,10-Nov,0,0,1,MIA,12,16,-11,44.5,28,0
2019,11,CLT,17-Nov,1,0,1,JAX,33,13,-2.5,41.5,46,1
2019,12,CLT,21-Nov,0,0,0,HTX,17,20,3.5,46,37,2
2019,13,CLT,1-Dec,0,0,1,OTI,17,31,1,41.5,48,2
2019,14,CLT,8-Dec,0,0,0,TAM,35,38,3,46.5,73,0
2019,15,CLT,16-Dec,0,0,0,NOR,7,34,8,48.5,41,0
2019,16,CLT,22-Dec,1,0,1,CAR,38,6,-7.5,46,44,0
2019,17,CLT,29-Dec,0,0,0,JAX,20,38,-5,41.5,58,2
2019,1,JAX,8-Sep,0,0,1,KAN,26,40,3.5,49,66,0
2019,2,JAX,15-Sep,0,0,0,HTX,12,13,7.5,43,25,1
2019,3,JAX,19-Sep,1,0,1,OTI,20,7,1.5,38,27,1
2019,4,JAX,29-Sep,1,0,0,DEN,26,24,2.5,37,50,0
2019,5,JAX,6-Oct,0,0,0,CAR,27,34,3,41,61,0
2019,6,JAX,13-Oct,0,0,1,NOR,6,13,-2.5,42.5,19,0
2019,7,JAX,20-Oct,1,0,0,CIN,27,17,-4,44.5,44,0
2019,8,JAX,27-Oct,1,0,1,NYJ,29,15,-7,39.5,44,0
2019,9,JAX,3-Nov,0,0,1,HTX,3,26,-1,46,29,2
2019,11,JAX,17-Nov,0,0,0,CLT,13,33,2.5,41.5,46,1
2019,12,JAX,24-Nov,0,0,0,OTI,20,42,4.5,42,62,2
2019,13,JAX,1-Dec,0,0,1,TAM,11,28,3,46.5,39,0
2019,14,JAX,8-Dec,0,0,1,SDG,10,45,3.5,42,55,0
2019,15,JAX,15-Dec,1,0,0,RAI,20,16,7,47,36,0
2019,16,JAX,22-Dec,0,0,0,ATL,12,24,7.5,48,36,0
2019,17,JAX,29-Dec,1,0,1,CLT,38,20,5,41.5,58,2
2019,1,KAN,8-Sep,1,0,0,JAX,40,26,-3.5,49,66,0
2019,2,KAN,15-Sep,1,0,0,RAI,28,10,-7,53.5,38,1
2019,3,KAN,22-Sep,1,0,1,RAV,33,28,-4.5,52,61,0
2019,4,KAN,29-Sep,1,0,0,DET,34,30,-7.5,54.5,64,0
2019,5,KAN,6-Oct,0,0,1,CLT,13,19,-10.5,55.5,32,0
2019,6,KAN,13-Oct,0,0,1,HTX,24,31,-3.5,54.5,55,0
2019,7,KAN,17-Oct,1,0,0,DEN,30,6,-3,49.5,36,1
2019,8,KAN,27-Oct,0,0,1,GNB,24,31,5,48,55,0
2019,9,KAN,3-Nov,1,0,1,MIN,26,23,5.5,46,49,0
2019,10,KAN,10-Nov,0,0,0,OTI,32,35,-5,49,67,0
2019,11,KAN,18-Nov,1,0,0,SDG,24,17,-5.5,52.5,41,1
2019,13,KAN,1-Dec,1,0,1,RAI,40,9,-11.5,49.5,49,2
2019,14,KAN,8-Dec,1,0,0,NWE,23,16,3,49.5,39,0
2019,15,KAN,15-Dec,1,0,1,DEN,23,3,-10,43,26,2
2019,16,KAN,22-Dec,1,0,0,CHI,26,3,-6.5,45.5,29,0
2019,17,KAN,29-Dec,1,0,1,SDG,31,21,-10,46,52,2
2019,1,SDG,8-Sep,1,1,1,CLT,30,24,-6,44.5,54,0
2019,2,SDG,15-Sep,0,0,0,DET,10,13,-1,47,23,0
2019,3,SDG,22-Sep,0,0,1,HTX,20,27,-3,49,47,0
2019,4,SDG,29-Sep,1,0,0,MIA,30,10,-15,43.5,40,0
2019,5,SDG,6-Oct,0,0,1,DEN,13,20,-4,46,33,1
2019,6,SDG,13-Oct,0,0,1,PIT,17,24,-6,42.5,41,0
2019,7,SDG,20-Oct,0,0,0,OTI,20,23,3,42.5,43,0
2019,8,SDG,27-Oct,1,0,0,CHI,17,16,3.5,41,33,0
2019,9,SDG,3-Nov,1,0,1,GNB,26,11,4,50,37,0
2019,10,SDG,7-Nov,0,0,0,RAI,24,26,-1,49,50,1
2019,11,SDG,18-Nov,0,0,1,KAN,17,24,5.5,52.5,41,1
2019,13,SDG,1-Dec,0,0,0,DEN,20,23,-4.5,39,43,2
2019,14,SDG,8-Dec,1,0,0,JAX,45,10,-3.5,42,55,0
2019,15,SDG,15-Dec,0,0,1,MIN,10,39,1,45,49,0
2019,16,SDG,22-Dec,0,0,1,RAI,17,24,-7.5,45,41,2
2019,17,SDG,29-Dec,0,0,0,KAN,21,31,10,46,52,2
2019,1,RAM,8-Sep,1,0,0,CAR,30,27,-1.5,49.5,57,0
2019,2,RAM,15-Sep,1,0,1,NOR,27,9,-2,52.5,36,0
2019,3,RAM,22-Sep,1,0,0,CLE,20,13,-4,48,33,0
2019,4,RAM,29-Sep,0,0,1,TAM,40,55,-9,48.5,95,0
2019,5,RAM,3-Oct,0,0,0,SEA,29,30,1.5,49,59,1
2019,6,RAM,13-Oct,0,0,1,SFO,7,20,-3,49.5,27,1
2019,7,RAM,20-Oct,1,0,0,ATL,37,10,-3,54.5,47,0
2019,8,RAM,27-Oct,1,0,1,CIN,24,10,-12,48.5,34,0
2019,10,RAM,10-Nov,0,0,0,PIT,12,17,-4,43,29,0
2019,11,RAM,17-Nov,1,0,1,CHI,17,7,-5,40,24,0
2019,12,RAM,25-Nov,0,0,1,RAV,6,45,3.5,47,51,0
2019,13,RAM,1-Dec,1,0,0,CRD,34,7,-2.5,47,41,1
2019,14,RAM,8-Dec,1,0,1,SEA,28,12,-1,47.5,40,2
2019,15,RAM,15-Dec,0,0,0,DAL,21,44,-1,48.5,65,0
2019,16,RAM,21-Dec,0,0,0,SFO,31,34,7,45.5,65,2
2019,17,RAM,29-Dec,1,0,1,CRD,31,24,-7,46,55,2
2019,1,RAI,9-Sep,1,0,1,DEN,24,16,3,42.5,40,1
2019,2,RAI,15-Sep,0,0,1,KAN,10,28,7,53.5,38,1
2019,3,RAI,22-Sep,0,0,0,MIN,14,34,8.5,43,48,0
2019,4,RAI,29-Sep,1,0,0,CLT,31,24,5.5,46,55,0
2019,5,RAI,6-Oct,1,0,1,CHI,24,21,6.5,39.5,45,0
2019,7,RAI,20-Oct,0,0,0,GNB,24,42,5.5,48,66,0
2019,8,RAI,27-Oct,0,0,0,HTX,24,27,5,52,51,0
2019,9,RAI,3-Nov,1,0,1,DET,31,24,-2.5,51.5,55,0
2019,10,RAI,7-Nov,1,0,1,SDG,26,24,1,49,50,1
2019,11,RAI,17-Nov,1,0,1,CIN,17,10,-13,48,27,0
2019,12,RAI,24-Nov,0,0,0,NYJ,3,34,-3.5,45,37,0
2019,13,RAI,1-Dec,0,0,0,KAN,9,40,11.5,49.5,49,2
2019,14,RAI,8-Dec,0,0,1,OTI,21,42,3,47,63,0
2019,15,RAI,15-Dec,0,0,1,JAX,16,20,-7,47,36,0
2019,16,RAI,22-Dec,1,0,0,SDG,24,17,7.5,45,41,2
2019,17,RAI,29-Dec,0,0,0,DEN,15,16,5.5,41.5,31,2
2019,1,MIA,8-Sep,0,0,1,RAV,10,59,7,41,69,0
2019,2,MIA,15-Sep,0,0,1,NWE,0,43,18,48.5,43,1
2019,3,MIA,22-Sep,0,0,0,DAL,6,31,22,46.5,37,0
2019,4,MIA,29-Sep,0,0,1,SDG,10,30,15,43.5,40,0
2019,6,MIA,13-Oct,0,0,1,WAS,16,17,6,42,33,0
2019,7,MIA,20-Oct,0,0,0,BUF,21,31,17,42.5,52,1
2019,8,MIA,28-Oct,0,0,0,PIT,14,27,14,44,41,0
2019,9,MIA,3-Nov,1,0,1,NYJ,26,18,3.5,42.5,44,1
2019,10,MIA,10-Nov,1,0,0,CLT,16,12,11,44.5,28,0
2019,11,MIA,17-Nov,0,0,1,BUF,20,37,7,41.5,57,2
2019,12,MIA,24-Nov,0,0,0,CLE,24,41,11,45.5,65,0
2019,13,MIA,1-Dec,1,0,1,PHI,37,31,10.5,45,68,0
2019,14,MIA,8-Dec,0,0,0,NYJ,21,22,5,47,43,2
2019,15,MIA,15-Dec,0,0,0,NYG,20,36,3.5,47,56,0
2019,16,MIA,22-Dec,1,1,1,CIN,38,35,1.5,46,73,0
2019,17,MIA,29-Dec,1,0,0,NWE,27,24,17.5,46,51,2
2019,1,MIN,8-Sep,1,0,1,ATL,28,12,-3.5,47,40,0
2019,2,MIN,15-Sep,0,0,0,GNB,16,21,3,43,37,1
2019,3,MIN,22-Sep,1,0,1,RAI,34,14,-8.5,43,48,0
2019,4,MIN,29-Sep,0,0,0,CHI,6,16,-1,38,22,1
2019,5,MIN,6-Oct,1,0,0,NYG,28,10,-5.5,44,38,0
2019,6,MIN,13-Oct,1,0,1,PHI,38,20,-3.5,44,58,0
2019,7,MIN,20-Oct,1,0,0,DET,42,30,-2.5,43.5,72,1
2019,8,MIN,24-Oct,1,0,1,WAS,19,9,-16.5,42,28,0
2019,9,MIN,3-Nov,0,0,0,KAN,23,26,-5.5,46,49,0
2019,10,MIN,10-Nov,1,0,0,DAL,28,24,3.5,48.5,52,0
2019,11,MIN,17-Nov,1,0,1,DEN,27,23,-10,40.5,50,0
2019,13,MIN,2-Dec,0,0,0,SEA,30,37,2.5,48,67,0
2019,14,MIN,8-Dec,1,0,1,DET,20,7,-12,43.5,27,2
2019,15,MIN,15-Dec,1,0,0,SDG,39,10,-1,45,49,0
2019,16,MIN,23-Dec,0,0,1,GNB,10,23,-4,47,33,2
2019,17,MIN,29-Dec,0,0,1,CHI,19,21,5,36.5,40,2
2019,1,NWE,8-Sep,1,0,1,PIT,33,3,-5.5,49,36,0
2019,2,NWE,15-Sep,1,0,0,MIA,43,0,-18,48.5,43,1
2019,3,NWE,22-Sep,1,0,1,NYJ,30,14,-20.5,43,44,1
2019,4,NWE,29-Sep,1,0,0,BUF,16,10,-7,41.5,26,1
2019,5,NWE,6-Oct,1,0,0,WAS,33,7,-15.5,42,40,0
2019,6,NWE,10-Oct,1,0,1,NYG,35,14,-16.5,43,49,0
2019,7,NWE,21-Oct,1,0,0,NYJ,33,0,-9.5,43,33,2
2019,8,NWE,27-Oct,1,0,1,CLE,27,13,-9.5,43,40,0
2019,9,NWE,3-Nov,0,0,0,RAV,20,37,-3,44.5,57,0
2019,11,NWE,17-Nov,1,0,0,PHI,17,10,-4.5,45,27,0
2019,12,NWE,24-Nov,1,0,1,DAL,13,9,-5.5,44,22,0
2019,13,NWE,1-Dec,0,0,0,HTX,22,28,-3.5,47,50,0
2019,14,NWE,8-Dec,0,0,1,KAN,16,23,-3,49.5,39,0
2019,15,NWE,15-Dec,1,0,0,CIN,34,13,-10.5,42,47,0
2019,16,NWE,21-Dec,1,0,1,BUF,24,17,-7,38.5,41,2
2019,17,NWE,29-Dec,0,0,1,MIA,24,27,-17.5,46,51,2
2019,1,NOR,9-Sep,1,0,1,HTX,30,28,-6.5,52,58,0
2019,2,NOR,15-Sep,0,0,0,RAM,9,27,2,52.5,36,0
2019,3,NOR,22-Sep,1,0,0,SEA,33,27,5,44,60,0
2019,4,NOR,29-Sep,1,0,1,DAL,12,10,2.5,47,22,0
2019,5,NOR,6-Oct,1,0,1,TAM,31,24,-3,46,55,1
2019,6,NOR,13-Oct,1,0,0,JAX,13,6,2.5,42.5,19,0
2019,7,NOR,20-Oct,1,0,0,CHI,36,25,4,37,61,0
2019,8,NOR,27-Oct,1,0,1,CRD,31,9,-12.5,47.5,40,0
2019,10,NOR,10-Nov,0,0,1,ATL,9,26,-14,51.5,35,1
2019,11,NOR,17-Nov,1,0,0,TAM,34,17,-5,50.5,51,2
2019,12,NOR,24-Nov,1,0,1,CAR,34,31,-10,46,65,1
2019,13,NOR,28-Nov,1,0,0,ATL,26,18,-7,48,44,2
2019,14,NOR,8-Dec,0,0,1,SFO,46,48,-1,45,94,0
2019,15,NOR,16-Dec,1,0,1,CLT,34,7,-8,48.5,41,0
2019,16,NOR,22-Dec,1,0,0,OTI,38,28,-3.5,49,66,0
2019,17,NOR,29-Dec,1,0,0,CAR,42,10,-13.5,45,52,2
2019,1,NYG,8-Sep,0,0,0,DAL,17,35,7,44,52,1
2019,2,NYG,15-Sep,0,0,1,BUF,14,28,1,44.5,42,0
2019,3,NYG,22-Sep,1,0,0,TAM,32,31,5,48,63,0
2019,4,NYG,29-Sep,1,0,1,WAS,24,3,-3,48,27,1
2019,5,NYG,6-Oct,0,0,1,MIN,10,28,5.5,44,38,0
2019,6,NYG,10-Oct,0,0,0,NWE,14,35,16.5,43,49,0
2019,7,NYG,20-Oct,0,0,1,CRD,21,27,-3.5,49.5,48,0
2019,8,NYG,27-Oct,0,0,0,DET,26,31,6.5,49,57,0
2019,9,NYG,4-Nov,0,0,1,DAL,18,37,6.5,48.5,55,2
2019,10,NYG,10-Nov,0,0,0,NYJ,27,34,-3,43,61,0
2019,12,NYG,24-Nov,0,0,0,CHI,14,19,6,41,33,0
2019,13,NYG,1-Dec,0,0,1,GNB,13,31,6.5,43.5,44,0
2019,14,NYG,9-Dec,0,1,0,PHI,17,23,9.5,45.5,40,1
2019,15,NYG,15-Dec,1,0,1,MIA,36,20,-3.5,47,56,0
2019,16,NYG,22-Dec,1,1,0,WAS,41,35,-1,42,76,2
2019,17,NYG,29-Dec,0,0,1,PHI,17,34,4,44,51,2
2019,1,NYJ,8-Sep,0,0,1,BUF,16,17,-2.5,41,33,1
2019,2,NYJ,16-Sep,0,0,1,CLE,3,23,6.5,45.5,26,0
2019,3,NYJ,22-Sep,0,0,0,NWE,14,30,20.5,43,44,1
2019,5,NYJ,6-Oct,0,0,0,PHI,6,31,14,43,37,0
2019,6,NYJ,13-Oct,1,0,1,DAL,24,22,7,43.5,46,0
2019,7,NYJ,21-Oct,0,0,1,NWE,0,33,9.5,43,33,2
2019,8,NYJ,27-Oct,0,0,0,JAX,15,29,7,39.5,44,0
2019,9,NYJ,3-Nov,0,0,0,MIA,18,26,-3.5,42.5,44,1
2019,10,NYJ,10-Nov,1,0,1,NYG,34,27,3,43,61,0
2019,11,NYJ,17-Nov,1,0,0,WAS,34,17,1,37.5,51,0
2019,12,NYJ,24-Nov,1,0,1,RAI,34,3,3.5,45,37,0
2019,13,NYJ,1-Dec,0,0,0,CIN,6,22,-2.5,43,28,0
2019,14,NYJ,8-Dec,1,0,1,MIA,22,21,-5,47,43,2
2019,15,NYJ,12-Dec,0,0,0,RAV,21,42,17,44,63,0
2019,16,NYJ,22-Dec,1,0,1,PIT,16,10,3,36.5,26,0
2019,17,NYJ,29-Dec,1,0,0,BUF,13,6,-1.5,37,19,2
2019,1,PHI,8-Sep,1,0,1,WAS,32,27,-10.5,44,59,1
2019,2,PHI,15-Sep,0,0,0,ATL,20,24,-1,53,44,0
2019,3,PHI,22-Sep,0,0,1,DET,24,27,-4,45,51,0
2019,4,PHI,26-Sep,1,0,0,GNB,34,27,3.5,46,61,0
2019,5,PHI,6-Oct,1,0,1,NYJ,31,6,-14,43,37,0
